Id,MainText,Subjectivity,Polarity
99_3364_4,I also liked that choosing the board did not close my new pin not allowing me to make any additional changes to the wording if the pin ,2.0,2.0
99_3365_4, nOne more thing a lot of other people and I really liked the alphabet scroll bar for the boards so it would be nice if you could bring that back with your next bug fix ,2.0,2.0
99_3366_2,My only complaint would be occasional crashes ,2.0,2.0
99_3367_2,Please fix the bugs ,2.0,2.0
99_3368_2,I LOVE the update but I can t enjoy it because it still crashes A LOT ,2.0,2.0
99_3369_2,This app crashes at least twice a day and now is not fully loading the activity my pins are getting ,2.0,2.0
99_3370_5,I wish I could have the last version back ,2.0,2.0
99_3371_2,I don t like the pull up menu please fix ,2.0,2.0
99_3372_2,Please fix ur problem ,2.0,2.0
99_3373_2,Please fix it ,2.0,2.0
99_3374_2,Please fix this ,2.0,2.0
99_3375_4,What happened to my notifications ,2.0,2.0
99_3376_2,They are only showing the brand new ones problem is sometimes I don t get through them all and then I come back now they are gone ,2.0,2.0
99_3377_2,Please please fix this ,2.0,2.0
99_3378_4,What happened to the related pins that you got at the bottom of a pin ,2.0,2.0
99_3379_4,I hate that you can no longer see all the other items people pinned when you click on a specific pin ,2.0,2.0
99_3380_4,That was what made this so much fun the unlimited exploring ,2.0,2.0
99_3381_4,All my past notifications are gone I liked being able to look through the past ones and I can t access related pins which was really helpful in narrowing down my search results ,2.0,2.0
99_3382_2,Please fix bigs ,2.0,2.0
99_3383_4, nThat s how I found most of pins and now it s gone ,2.0,2.0
99_3384_2,Please fix this ,2.0,2.0
99_3385_4,Thank you for putting the time bar back and it has been crashing for me less thus far ,2.0,2.0
99_3386_4,There are so many times that I m on Pinterest when I definitely need to be doing other things ,2.0,2.0
99_3387_2,I can barely go on there for a minute with out it crashing ,2.0,2.0
99_3388_4,If you have numerous boards you now have to click to make the keyboard go away if you change the caption or you can t scroll to the bottom of your board list because the keyboard blocks it ,2.0,2.0
99_3389_4,Why do you now have to reach across the screen to obtain your list of boards ,2.0,2.0
99_3390_4,Why can you no longer see the number of followers you have on each board ,2.0,2.0
99_3391_4,Why does your total number of boards no longer show on your main page ,2.0,2.0
99_3392_4,If was not broken it should not have been fixed ,2.0,2.0
99_3393_4,Can t stop pinning ,2.0,2.0
99_3394_2,I hate the new layout the menu bar at the bottom the way I can t just tap outside of a box to close it how the close x has switched sides with the pin it button ,2.0,2.0
99_3395_4, nThe one positive it hasn t crashed on me since the update ,2.0,2.0
99_3396_2,I use Pinterest a lot and version 3 3 still has the same issue as the last couple of updates ,2.0,2.0
99_3397_2,Crashes constantly and will occasionally crash my iPad 3 ,2.0,2.0
99_3398_2,It needs to be fixed not have useless things added on like a map option ,2.0,2.0
99_3399_4,What was the point of this last update to make the app as difficult as possible to use ,2.0,2.0
99_3400_4,I don t like that you can t choose board cover with new update ,2.0,2.0
99_3401_4,It provides an access to ideas for just about any and everything ,2.0,2.0
99_3402_4,Great app would be nice if you could change tags on mobile version ,2.0,2.0
99_3403_4,can t figure out how to change a board cover after the update ,2.0,2.0
99_3404_4,I doubt they even posted them ,2.0,2.0
99_3405_2,Obviously Pinterest is having spam issues ,2.0,2.0
99_3406_4,Please clear them up ,2.0,2.0
99_3407_2,Every since I updated to iOS7 this app crashes my whole iPad ,2.0,2.0
99_3408_2,Please fix because I don t like using Pinterest on a browser ,2.0,2.0
99_3409_4,How do you change the board cover ,2.0,2.0
99_3410_2,However you guys forgot to add the follow count for individual boards ,2.0,2.0
99_3411_2,It crashes about five times a day when it IS working it is awesome ,2.0,2.0
99_3412_4,Hopefully the crashing has been fixed when there are a few open pages ,2.0,2.0
99_3413_4, n nAlso why did you remove the number of pins we have per board ,2.0,2.0
99_3414_4,Please pay attention the the negative feedback ,2.0,2.0
99_3415_4,So what happened to the option of saving photos from Pinterest directly to the camera roll on iPads ,2.0,2.0
99_3416_4,Totally counterintuitive and just makes things really difficult ,2.0,2.0
99_3417_4,It is not user friendly to navigate and there is an issue where I can t pin something because the pin button is out of reach ,2.0,2.0
99_3418_4,Now I can t email pins and upgrade is sluggish ,2.0,2.0
99_3419_4,Please put it back ,2.0,2.0
99_3420_5,And please add tags bc the search feature becomes useless when my description just says cute or adorable and I have to search my entire board to find something ,2.0,2.0
99_3421_2,About half of attempted re pins fail the hide seek bottom dock is a real pain to use and it much much harder to navigate in general than the older version ,2.0,2.0
99_3422_4,Please bring back the last version or let us down grade from this atrocious unusable fail ,2.0,2.0
99_3423_5,They just need to update the layout I fill like everything is hidden I want a better task bar ,2.0,2.0
99_3424_2,This version has crashed many more times than previous ones ,2.0,2.0
99_3425_5,boards subjects should have some type of restrictions or distinguishing key phrases ,2.0,2.0
99_3426_2,No more crashes and I m happy once again ,2.0,2.0
99_3427_2,App is crashing when trying to send a direct message via email ,2.0,2.0
99_3428_2,The look is bland and apparently Pinterest has forgotten tons of their pinners are DIY and crafting nuts as you can probably can tell I may have a slight problem with Pinterest ,2.0,2.0
99_3429_2,Just PLEASE fix it then I will love you so ,2.0,2.0
99_3430_2,Love the app but when I open the notifications it crashes ,2.0,2.0
99_3431_4,Please know I adore this app ,2.0,2.0
99_3432_2,Just please fix this bug ,2.0,2.0
99_3433_4,But is there a way for used to filter out certain topics like tattoos and wedding dresses ,2.0,2.0
99_3434_2,So the app is totally worthless to me when I am doing everything right and it s not working ,2.0,2.0
99_3435_2,I updated my iPhone app and now when I open the app all the pages are blank ,2.0,2.0
99_3436_2,BSRA1028 I love this app but ever since I updated it it does not work ,2.0,2.0
99_3437_2,Please fix this very annoying and limits my use of the site ,2.0,2.0
99_3438_2,I updated the app and now no pins will show in the news feed or in the categories ,2.0,2.0
99_3439_2,I m quite annoyed and would really like them to fix this situation ,2.0,2.0
99_3440_2,Please fix this because otherwise I LOVE this app but it is useless to me if I can t view ANYTHING ,2.0,2.0
99_3441_5,Please restore a way to open pin links in external browser or let us save photos ,2.0,2.0
99_3442_5,I just wish that you could have more secret boards ,2.0,2.0
99_3443_2,Any app that crashes is terrible ,2.0,2.0
99_3444_2,Pinterest crashes your iPad to the boot screen ,2.0,2.0
99_3445_4,I can t think of one instance of another app doing this ,2.0,2.0
99_3446_2,If I had to say there was a problem it would be that this app is too addicting ,2.0,2.0
99_3447_2,This needs to be fixed ,2.0,2.0
99_3448_4,The addition of secret boards was a great idea ,2.0,2.0
99_3449_5,If only every pin had a direct link to how to buy it or the items inside ,2.0,2.0
99_3450_4,Where are the categories ,2.0,2.0
99_3451_4,I use this for home and work just to get new ideas ,2.0,2.0
99_3452_4,I love this app but I would also love if they added a way you can see pins people sent you pins you sent to other people ,2.0,2.0
99_3453_4,I love seeing what others ideas are ,2.0,2.0
99_3454_2,The app crashes my iPad since iOS 7 update ,2.0,2.0
99_3455_5,Please bring that back ,2.0,2.0
99_3456_5,Please bring back the save to camera roll ,2.0,2.0
99_3457_2,Prior to newest update Love app only problem is sometimes when I want to pin it won t let me click pin ,2.0,2.0
99_3458_4,It has everything I need ,2.0,2.0
99_3459_2,BUT every time I go to a website from a pin then come back it crashes ,2.0,2.0
99_3460_2,Can t email cause it crashes every time ,2.0,2.0
99_3461_5,Please repost the old one so we can downgrade ,2.0,2.0
99_3462_4,Except how do I change my board cover pin ,2.0,2.0
99_3463_4,So glad they added a business profile ,2.0,2.0
99_3464_4,I just love all the personalizing you can do ,2.0,2.0
99_3465_4,I can t find any help on the devloper s pages or online so what am i to do ,2.0,2.0
99_3466_5,Please bring back the old ,2.0,2.0
99_3467_5,Please change it back I hate everything about it ,2.0,2.0
99_3468_2,Still crashes since updated my iPad 3 with IOS 7 ,2.0,2.0
99_3469_4,If you are on Pinterest you need this ,2.0,2.0
99_3470_2,Seriously I can t find them now epic fail ,2.0,2.0
99_3471_2,I am unable to post a comment the message I get is 'You have exceeded your rate ',2.0,2.0
99_3472_4,We think you were trying to post content that might be spam ,2.0,2.0
99_3473_2,I love this app but now I can t open the pages and I can only see the pins but when I click on them I can t go to the websites ,2.0,2.0
99_3474_5,I just wish it would allow your to scroll through the home page with one column rather than 2 on the iPhone ,2.0,2.0
99_3475_4,You can pretty much anything you want to know or design in here ,2.0,2.0
99_3476_4, nI need more hours in a day ,2.0,2.0
99_3477_4,Never had issues with the app ,2.0,2.0
99_3478_2,Now it crashes randomly and often ,2.0,2.0
99_3479_4,My daughter has created a bunch of items from this app ,2.0,2.0
99_3480_4,I have had no problems with it ,2.0,2.0
99_3481_4,There are so many great ideas yummy recipes and hillarious ecards ,2.0,2.0
99_3482_4,It s okay sometimes it can be buggy but since my last update I haven t had a problem ,2.0,2.0
99_3483_2,Only issue I have is that is will refuse to let me pin once in awhile and that gets frustrating but otherwise I love it ,2.0,2.0
99_3484_5,I do not like how some pins lead you to a dead site those should be removed ,2.0,2.0
99_3485_4,I love Pintrest so much it gives me so many craft ideas or just keeps me busy when I m bored ,2.0,2.0
99_3486_4,I don t have any problems and you can find about anything you re looking for ,2.0,2.0
99_3487_2,Makes it difficult to find things since I have to try and remember WHEN I created the board to make it easier to find ,2.0,2.0
99_3488_2,I ve also had issues with some pins not being clickable ,2.0,2.0
99_3489_2,I love the app but it crashes every minute and never saves the thing I was about to pin ,2.0,2.0
99_3490_4,I can t stop ,2.0,2.0
99_3491_2,The iPad version has several problems including stacking open windows in the background not alphabetizing new categories on your page and frequent unexpected program crashes ,2.0,2.0
99_3492_4,What ever I need some inspiration for I can surely find it here ,2.0,2.0
99_3493_2,but since upgrading to iOS 7 the app frequently crashes ,2.0,2.0
99_3494_2,Please fix the stability ,2.0,2.0
99_3495_4,That creates a problem for me because it is my ADDICTION ,2.0,2.0
99_3496_2,The latest revision of the app has had some stability problems ,2.0,2.0
99_3497_2,But the new update keeps crashing the app every time I try to open a pin ,2.0,2.0
99_3498_2,I love being able to use Pinterest thru the app but it seems to be having problems ,2.0,2.0
99_3499_2,The only issue I have is that some of the pins have no link you click the picture and that s all you get is the photo ,2.0,2.0
