Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_3339_4,information giving,Fantastic ideas and the recipes are awesome ,information giving Fantastic ideas and the recipes are awesome,"['fantastic', 'idea', 'recipe', 'awesome']",[],[]
99_3342_4,information giving,A pretty good representation of the website but took a while to figure out how to save a photo to the camera roll ,information giving A pretty good representation of the website but took a while to figure out how to save a photo to the camera roll,"['good', 'representation', 'website', 'photo', 'camera', 'roll']",[44],[0.42416403]
99_3345_4,information giving,Whenever I need an idea for anything I can find a ton here ,information giving Whenever I need an idea for anything I can find a ton here,"['idea', 'ton']","[19, 27, 68]","[0.32965896, 0.32679835, 0.5]"
99_3348_4,information giving,I do wish with all the new updates they made a slide show option because sometimes I just want to flip through my pins instead of having to click on each one one at a time ,information giving I do wish with all the new updates they made a slide show option because sometimes I just want to flip through my pins instead of having to click on each one one at a time,"['new', 'update', 'slide', 'option', 'pin', 'time']",[],[]
99_3349_4,information giving,I RECOMMEND it to every wedding planner fashionista technology mogul DIY fanatic food craver comedic lover and many more ,information giving I RECOMMEND it to every wedding planner fashionista technology mogul DIY fanatic food craver comedic lover and many more,"['wedding', 'planner', 'fashionista', 'technology', 'DIY', 'fanatic', 'food']",[26],[0.62014854]
99_3350_4,information giving,Highly recommend it ,information giving Highly recommend it,[],[],[]
99_3353_4,information giving,I don t even need any other apps ,information giving I don t even need any other apps,['app'],[16],[0.505706]
99_3354_4,information giving,How did I ever live without Pinterest ,information giving How did I ever live without Pinterest,['Pinterest'],"[37, 68]","[0.48458993, 1.0]"
99_3359_4,information giving,Gives me lots of ideas from tatoos to home decor to building or just make my life easier more fun ,information giving Gives me lots of ideas from tatoos to home decor to building or just make my life easier more fun,"['lot', 'idea', 'home', 'decor', 'building', 'life', 'easy', 'fun']",[],[]
99_3360_4,information giving,I use it all the time and I love how it rarely crashes ,information giving I use it all the time and I love how it rarely crashes,['time'],[33],[0.48240444]
99_3363_4,information giving,You don t have to search and search the stuff that interests on the web its all here you can also add information you others to see ,information giving You don t have to search and search the stuff that interests on the web its all here you can also add information you others to see,"['don', 'stuff', 'web']","[20, 49]","[0.32783496, 0.32743847]"
99_3364_4,information giving,I also liked that choosing the board did not close my new pin not allowing me to make any additional changes to the wording if the pin ,information giving I also liked that choosing the board did not close my new pin not allowing me to make any additional changes to the wording if the pin,"['board', 'new', 'pin', 'additional', 'change', 'wording', 'pin']",[68],[0.42857142857142855]
99_3365_4,information giving, nOne more thing a lot of other people and I really liked the alphabet scroll bar for the boards so it would be nice if you could bring that back with your next bug fix ,information giving  nOne more thing a lot of other people and I really liked the alphabet scroll bar for the boards so it would be nice if you could bring that back with your next bug fix,"['thing', 'people', 'scroll', 'bar', 'board', 'nice', 'bug', 'fix']",[],[]
99_3375_4,information seeking,What happened to my notifications ,information seeking What happened to my notifications,['notification'],[21],[0.4810183]
99_3378_4,information seeking,What happened to the related pins that you got at the bottom of a pin ,information seeking What happened to the related pins that you got at the bottom of a pin,"['related', 'pin', 'pin']","[59, 68]","[0.4920971, 0.6666666666666666]"
99_3379_4,information giving,I hate that you can no longer see all the other items people pinned when you click on a specific pin ,information giving I hate that you can no longer see all the other items people pinned when you click on a specific pin,"['item', 'people', 'specific', 'pin']",[59],[0.395667]
99_3380_4,information giving,That was what made this so much fun the unlimited exploring ,information giving That was what made this so much fun the unlimited exploring,"['fun', 'unlimited', 'exploring']","[30, 61]","[0.32833156, 0.32656083]"
99_3381_4,information giving,All my past notifications are gone I liked being able to look through the past ones and I can t access related pins which was really helpful in narrowing down my search results ,information giving All my past notifications are gone I liked being able to look through the past ones and I can t access related pins which was really helpful in narrowing down my search results,"['past', 'notification', 'able', 'past', 'one', 'related', 'pin', 'helpful', 'search', 'result']",[27],[0.6167181]
99_3383_4,information giving, nThat s how I found most of pins and now it s gone ,information giving  nThat s how I found most of pins and now it s gone,['pin'],"[59, 68]","[0.4845718, 1.0]"
99_3385_4,information giving,Thank you for putting the time bar back and it has been crashing for me less thus far ,information giving Thank you for putting the time bar back and it has been crashing for me less thus far,"['time', 'bar']","[11, 33]","[0.3440414, 0.30917814]"
99_3386_4,information giving,There are so many times that I m on Pinterest when I definitely need to be doing other things ,information giving There are so many times that I m on Pinterest when I definitely need to be doing other things,"['time', 'Pinterest', 'thing']",[68],[0.3333333333333333]
99_3388_4,information giving,If you have numerous boards you now have to click to make the keyboard go away if you change the caption or you can t scroll to the bottom of your board list because the keyboard blocks it ,information giving If you have numerous boards you now have to click to make the keyboard go away if you change the caption or you can t scroll to the bottom of your board list because the keyboard blocks it,"['numerous', 'board', 'keyboard', 'caption', 'board', 'list', 'keyboard']",[31],[0.86598945]
